         13501280 function calls (13282499 primitive calls) in 24.649 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4240    0.003    0.000    0.020    0.000 _asyncio.py:2482(get_current_task)
    21980    0.009    0.000    0.020    0.000 cells.py:31(cell_len)
      227    0.002    0.000    0.020    0.000 _parser.py:73(feed)
      988    0.002    0.000    0.020    0.000 _tasks.py:95(fail_after)
      219    0.001    0.000    0.019    0.000 __init__.py:299(loads)
     6117    0.002    0.000    0.019    0.000 trsock.py:18(family)
    10070    0.005    0.000    0.019    0.000 message.py:47(__init__)
     4350    0.019    0.000    0.019    0.000 {method 'translate' of 'str' objects}
      245    0.001    0.000    0.019    0.000 dataclasses.py:449(_create_fn)
      488    0.001    0.000    0.019    0.000 default.py:252(__aiter__)
    18994    0.011    0.000    0.019    0.000 color.py:339(multiply_alpha)
     6117    0.007    0.000    0.019    0.000 queues.py:149(get)
      698    0.001    0.000    0.019    0.000 dom.py:733(pseudo_classes)
       89    0.000    0.000    0.019    0.000 _button.py:240(render)
       15    0.000    0.000    0.019    0.001 dom.py:287(_initialize_data_bind)
       57    0.000    0.000    0.018    0.000 dom.py:1110(watch)
     3062    0.002    0.000    0.018    0.000 text.py:143(__init__)
       57    0.000    0.000    0.018    0.000 reactive.py:429(_watch)
      582    0.002    0.000    0.018    0.000 _compositor.py:815(get_widget_at)
      789    0.002    0.000    0.018    0.000 text.py:1103(divide)
  362/357    0.000    0.000    0.018    0.000 _base.py:337(_invoke_callbacks)
      796    0.003    0.000    0.018    0.000 console.py:979(options)
      733    0.004    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:1590(find_spec)
     6189    0.005    0.000    0.018    0.000 socket.py:516(family)
      232    0.001    0.000    0.018    0.000 screen.py:853(_invoke_and_clear_callbacks)
      134    0.000    0.000    0.018    0.000 _parser.py:969(parse)
        2    0.000    0.000    0.018    0.009 _models.py:1(<module>)
     1727    0.001    0.000    0.018    0.000 {method 'send' of 'generator' objects}
    12813    0.013    0.000    0.018    0.000 _impl.py:25(current_async_library)
       39    0.001    0.000    0.018    0.000 horizontal.py:22(arrange)
        1    0.000    0.000    0.018    0.018 __main__.py:21(TradingApp)
        1    0.000    0.000    0.018    0.018 api_client.py:112(__init__)
        1    0.000    0.000    0.018    0.018 _client.py:1363(__init__)
       55    0.005    0.000    0.018    0.000 _matrix.py:35(set_matrices)
      219    0.000    0.000    0.018    0.000 decoder.py:332(decode)
      930    0.001    0.000    0.018    0.000 _connection.py:398(_extract_next_receive_event)
       76    0.000    0.000    0.018    0.000 dataclasses.py:1238(dataclass)
     8443    0.005    0.000    0.018    0.000 widget.py:1907(is_container)
   210974    0.018    0.000    0.018    0.000 {built-in method math.floor}
     3061    0.007    0.000    0.017    0.000 console.py:992(size)
        1    0.000    0.000    0.017    0.017 _client.py:1462(_init_transport)
        1    0.000    0.000    0.017    0.017 default.py:263(__init__)
    32989    0.011    0.000    0.017    0.000 styles.py:1226(has_rule)
        1    0.000    0.000    0.017    0.017 _config.py:47(create_ssl_context)
        1    0.000    0.000    0.017    0.017 _config.py:65(__init__)
        1    0.000    0.000    0.017    0.017 _config.py:79(load_ssl_context)
        1    0.000    0.000    0.017    0.017 _config.py:102(load_ssl_context_verify)
  562/532    0.001    0.000    0.017    0.000 selector_events.py:141(_write_to_self)
  463/134    0.001    0.000    0.017    0.000 _parser.py:452(_parse_sub)
      488    0.001    0.000    0.017    0.000 connection_pool.py:361(__aiter__)
     4987    0.004    0.000    0.017    0.000 {method 'set_result' of '_asyncio.Future' objects}
       32    0.000    0.000    0.017    0.001 dom.py:1425(remove_class)
     1254    0.000    0.000    0.017    0.000 stylesheet.py:175(rules_map)
     6055    0.017    0.000    0.017    0.000 {method 'clear' of 'dict' objects}
     9481    0.010    0.000    0.017    0.000 base_events.py:812(_call_soon)
     1268    0.000    0.000    0.017    0.000 stylesheet.py:162(rules)
        1    0.000    0.000    0.017    0.017 base_events.py:1(<module>)
     8780    0.006    0.000    0.017    0.000 contextlib.py:141(__exit__)
     1508    0.005    0.000    0.017    0.000 _xterm_parser.py:109(parse)
    27622    0.009    0.000    0.017    0.000 styles.py:1141(gutter)
  670/180    0.006    0.000    0.017    0.000 _parser.py:512(_parse)
       15    0.000    0.000    0.017    0.001 _footer.py:168(bindings_changed)
     1351    0.005    0.000    0.017    0.000 _connection.py:260(_process_event)
      492    0.001    0.000    0.017    0.000 _asyncio.py:1134(receive)
      426    0.001    0.000    0.017    0.000 worker.py:279(_run_threaded)
       13    0.000    0.000    0.017    0.001 stylesheet.py:350(parse)
       45    0.000    0.000    0.017    0.000 dom.py:307(setter)
      219    0.017    0.000    0.017    0.000 decoder.py:343(raw_decode)
      503    0.001    0.000    0.017    0.000 inspect.py:3325(signature)
      246    0.000    0.000    0.017    0.000 selector_events.py:969(_read_ready)
       12    0.000    0.000    0.016    0.001 trading.py:391(on_mount)
      747    0.003    0.000    0.016    0.000 _wrap.py:26(divide_line)
    97776    0.016    0.000    0.016    0.000 _matrix.py:95(get_colors)
        1    0.016    0.016    0.016    0.016 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
      132    0.000    0.000    0.016    0.000 stylesheet.py:219(_parse_rules)
     5801    0.003    0.000    0.016    0.000 _layout.py:32(spatial_map)
      237    0.001    0.000    0.016    0.000 base_events.py:847(run_in_executor)
      488    0.001    0.000    0.016    0.000 http11.py:337(__aiter__)
     1050    0.003    0.000    0.016    0.000 time.py:221(naturaltime)
    48641    0.016    0.000    0.016    0.000 {method 'rpartition' of 'str' objects}
        3    0.000    0.000    0.016    0.005 types.py:1(<module>)
      486    0.001    0.000    0.016    0.000 _callback.py:28(_count_parameters)
      503    0.001    0.000    0.016    0.000 screen.py:755(_on_idle)
     4240    0.008    0.000    0.016    0.000 _asyncio.py:1838(__init__)
      503    0.001    0.000    0.016    0.000 inspect.py:3067(from_callable)
     1543    0.001    0.000    0.016    0.000 _styles_cache.py:98(clear)
      246    0.001    0.000    0.016    0.000 selector_events.py:1009(_read_ready__data_received)
      465    0.000    0.000    0.016    0.000 screen.py:386(get_widget_at)
        2    0.000    0.000    0.016    0.008 containers.py:1(<module>)
        2    0.000    0.000    0.016    0.008 color.py:1(<module>)
    18327    0.006    0.000    0.016    0.000 _asyncio.py:1130(_raw_socket)
  605/503    0.004    0.000    0.015    0.000 inspect.py:2463(_signature_from_callable)
     4973    0.003    0.000    0.015    0.000 app.py:935(ansi_theme)
       69    0.000    0.000    0.015    0.000 parse.py:431(parse)
        1    0.000    0.000    0.015    0.015 pretty.py:1(<module>)
      234    0.000    0.000    0.015    0.000 _static.py:96(update)
     8781    0.006    0.000    0.015    0.000 contextlib.py:299(helper)
    12/11    0.000    0.000    0.015    0.001 __init__.py:73(import_module)
    13/11    0.000    0.000    0.015    0.001 <frozen importlib._bootstrap>:1375(_gcd_import)
    10094    0.012    0.000    0.015    0.000 message.py:50(__post_init__)
    33662    0.011    0.000    0.015    0.000 message_pump.py:223(app)
   138512    0.015    0.000    0.015    0.000 dom.py:676(id)
    94185    0.015    0.000    0.015    0.000 {method 'get' of '_contextvars.ContextVar' objects}
     1961    0.004    0.000    0.015    0.000 _urlparse.py:449(quote)
     8577    0.006    0.000    0.014    0.000 fractions.py:931(_richcmp)
    13184    0.004    0.000    0.014    0.000 queues.py:58(_wakeup_next)
    91607    0.014    0.000    0.014    0.000 _utility.py:533(<lambda>)
      597    0.001    0.000    0.014    0.000 text.py:1059(split)
       12    0.000    0.000    0.014    0.001 trading.py:90(watch_time_window)
     9572    0.007    0.000    0.014    0.000 _style_properties.py:978(__get__)
   137/75    0.001    0.000    0.014    0.000 parse.py:108(parse_rule_set)
       83    0.001    0.000    0.014    0.000 screen.py:1120(_handle_mouse_move)
    22580    0.014    0.000    0.014    0.000 {method 'match' of 're.Pattern' objects}
      442    0.002    0.000    0.014    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
     2286    0.006    0.000    0.014    0.000 _asyncio.py:367(__enter__)
      768    0.002    0.000    0.014    0.000 typing.py:1223(__init__)
      488    0.001    0.000    0.014    0.000 http11.py:205(_receive_response_body)
     4510    0.003    0.000    0.014    0.000 segment.py:311(adjust_line_length)
     4973    0.008    0.000    0.014    0.000 filter.py:217(apply)
      440    0.001    0.000    0.014    0.000 http11.py:351(aclose)
     1608    0.002    0.000    0.014    0.000 _synchronization.py:184(acquire_nowait)
        2    0.000    0.000    0.014    0.007 http11.py:1(<module>)
       15    0.000    0.000    0.014    0.001 trading.py:128(update_user)
     1416    0.003    0.000    0.014    0.000 text.py:442(copy)
    23280    0.008    0.000    0.013    0.000 _urlparse.py:206(<genexpr>)
    10206    0.004    0.000    0.013    0.000 _style_properties.py:529(__get__)
      699    0.000    0.000    0.013    0.000 connection_pool.py:21(assign_to_connection)
27963/27959    0.005    0.000    0.013    0.000 <frozen abc>:117(__instancecheck__)
     6256    0.004    0.000    0.013    0.000 _weakrefset.py:27(__exit__)
     6275    0.006    0.000    0.013    0.000 geometry.py:239(__sub__)
    10012    0.006    0.000    0.013    0.000 fractions.py:710(_add)
     6285    0.006    0.000    0.013    0.000 socket.py:100(_intenum_converter)
     6714    0.002    0.000    0.013    0.000 fractions.py:957(__gt__)
      426    0.004    0.000    0.013    0.000 _resolve.py:82(resolve_fraction_unit)
      699    0.001    0.000    0.013    0.000 _synchronization.py:127(set)
      449    0.002    0.000    0.013    0.000 worker.py:138(__init__)
  785/575    0.017    0.000    0.013    0.000 {method 'send' of '_socket.socket' objects}
      449    0.001    0.000    0.013    0.000 http11.py:245(_response_closed)
    32728    0.006    0.000    0.013    0.000 _matrix.py:38(<lambda>)
      667    0.001    0.000    0.013    0.000 _connection.py:491(send)
  533/532    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
     1796    0.001    0.000    0.013    0.000 worker.py:197(state)
      178    0.000    0.000    0.013    0.000 widget.py:786(get_component_rich_style)
       48    0.000    0.000    0.013    0.000 trading.py:317(compose)
  458/309    0.000    0.000    0.013    0.000 typing.py:494(__getitem__)
       60    0.000    0.000    0.013    0.000 _footer.py:82(render)
      694    0.005    0.000    0.013    0.000 _spatial_map.py:59(insert)
 1611/968    0.003    0.000    0.013    0.000 widget.py:1826(_has_relative_children_height)
        1    0.000    0.000    0.013    0.013 request.py:1(<module>)
     9104    0.004    0.000    0.012    0.000 _style_properties.py:905(__set__)
     1917    0.005    0.000    0.012    0.000 text.py:717(render)
     9388    0.007    0.000    0.012    0.000 strip.py:467(render)
    18051    0.008    0.000    0.012    0.000 styles.py:712(set_rule)
     6591    0.008    0.000    0.012    0.000 message_pump.py:247(is_attached)
     1747    0.001    0.000    0.012    0.000 _synchronization.py:81(__new__)
      178    0.001    0.000    0.012    0.000 pad.py:47(__rich_console__)
      667    0.001    0.000    0.012    0.000 _connection.py:518(send_with_data_passthrough)
      504    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
     6287    0.005    0.000    0.012    0.000 message_pump.py:331(_peek_message)
      124    0.000    0.000    0.012    0.000 driver.py:60(send_event)
    58764    0.007    0.000    0.012    0.000 model.py:239(__hash__)
      699    0.001    0.000    0.012    0.000 _synchronization.py:116(setup)
        1    0.000    0.000    0.012    0.012 widget.py:1(<module>)
       72    0.000    0.000    0.012    0.000 _sockets.py:162(try_connect)
     1040    0.009    0.000    0.012    0.000 _compositor.py:511(visible_widgets)
     1160    0.002    0.000    0.012    0.000 _synchronization.py:197(__init__)
        1    0.000    0.000    0.012    0.012 _connection.py:1(<module>)
      134    0.000    0.000    0.011    0.000 _compiler.py:573(_code)
       72    0.000    0.000    0.011    0.000 _asyncio.py:2295(connect_tcp)
        1    0.000    0.000    0.011    0.011 _fileio.py:1(<module>)
     9601    0.007    0.000    0.011    0.000 queues.py:175(get_nowait)
    48/44    0.000    0.000    0.011    0.000 __init__.py:96(__getattr__)
      223    0.002    0.000    0.011    0.000 http11.py:159(_send_request_body)
       89    0.000    0.000    0.011    0.000 console.py:1338(render_lines)
      304    0.001    0.000    0.011    0.000 typing.py:673(Union)
      449    0.001    0.000    0.011    0.000 _worker_manager.py:65(add_worker)
      220    0.001    0.000    0.011    0.000 request.py:315(__init__)
    26/13    0.000    0.000    0.011    0.001 _figure.py:18(__init__)
      125    0.001    0.000    0.011    0.000 tasks.py:931(run_coroutine_threadsafe)
      223    0.002    0.000    0.011    0.000 _events.py:82(__init__)
      106    0.000    0.000    0.011    0.000 styles.py:1135(rich_style)
    78597    0.008    0.000    0.011    0.000 style.py:432(__hash__)
      708    0.004    0.000    0.011    0.000 message_pump.py:126(__init__)
     1328    0.003    0.000    0.011    0.000 strip.py:179(join)
        1    0.000    0.000    0.011    0.011 to_thread.py:1(<module>)
    81041    0.010    0.000    0.010    0.000 model.py:62(_check_type)
      847    0.001    0.000    0.010    0.000 cells.py:13(cached_cell_len)
        3    0.000    0.000    0.010    0.003 core.py:1(<module>)
      152    0.002    0.000    0.010    0.000 widget.py:317(__init__)
    16745    0.008    0.000    0.010    0.000 cache.py:255(set)
     5196    0.003    0.000    0.010    0.000 _segment_tools.py:182(align_lines)
      237    0.002    0.000    0.010    0.000 thread.py:164(submit)
     1745    0.005    0.000    0.010    0.000 _style_properties.py:992(__set__)
      598    0.001    0.000    0.010    0.000 widget.py:3047(_arrange_scrollbars)
      443    0.004    0.000    0.010    0.000 _headers.py:150(normalize_and_validate)
        9    0.000    0.000    0.010    0.001 exception_handler.py:29(async_wrapper)
       72    0.000    0.000    0.010    0.000 base_events.py:1019(create_connection)
        9    0.000    0.000    0.010    0.001 login.py:47(login)
      111    0.000    0.000    0.010    0.000 signal.py:82(signal_callback)
       12    0.000    0.000    0.010    0.001 plotext_plot.py:51(__init__)
      631    0.010    0.000    0.010    0.000 {method 'recv' of '_socket.socket' objects}
      111    0.000    0.000    0.010    0.000 screen.py:1075(_maybe_clear_tooltip)
  362/358    0.001    0.000    0.010    0.000 futures.py:394(_call_set_state)
     1758    0.001    0.000    0.010    0.000 parse.py:347(substitute_references)
