         13501280 function calls (13282499 primitive calls) in 24.649 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 widget.py:3703(_on_key)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       11    0.000    0.000    0.000    0.000 _utility.py:401(ansi)
       72    0.000    0.000    0.000    0.000 color.py:327(with_alpha)
      101    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
        1    0.000    0.000    0.000    0.000 interfaces.py:18(RequestInterface)
       50    0.000    0.000    0.000    0.000 _make.py:2724(_setattrs)
        1    0.000    0.000    0.000    0.000 __init__.py:750(__init__)
        1    0.000    0.000    0.000    0.000 _spatial_map.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _styles_builder.py:79(__init__)
      136    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        4    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
      219    0.000    0.000    0.000    0.000 _status_codes.py:50(is_success)
      910    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
      699    0.000    0.000    0.000    0.000 _synchronization.py:113(__init__)
        1    0.000    0.000    0.000    0.000 _headers.py:75(Headers)
      438    0.000    0.000    0.000    0.000 reactive.py:452(<genexpr>)
       23    0.000    0.000    0.000    0.000 threading.py:1106(_delete)
       48    0.000    0.000    0.000    0.000 socket.py:522(type)
       38    0.000    0.000    0.000    0.000 geometry.py:619(clip_size)
        1    0.000    0.000    0.000    0.000 text.py:46(Span)
        1    0.000    0.000    0.000    0.000 linux_driver.py:367(run_input_thread)
      384    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       45    0.000    0.000    0.000    0.000 color.py:267(brightness)
      188    0.000    0.000    0.000    0.000 typing_extensions.py:2916(_check_generic)
        1    0.000    0.000    0.000    0.000 _make.py:2764(_CountingAttr)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
       24    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
      221    0.000    0.000    0.000    0.000 {built-in method time.time}
      241    0.000    0.000    0.000    0.000 _utility.py:349(get_color_code)
        1    0.000    0.000    0.000    0.000 _client.py:212(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 _button.py:38(Button)
      112    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       38    0.000    0.000    0.000    0.000 timeouts.py:129(timeout)
      758    0.000    0.000    0.000    0.000 _resolve.py:106(resolve_scalar)
        1    0.000    0.000    0.000    0.000 panel.py:17(Panel)
       20    0.000    0.000    0.000    0.000 color.py:431(parse)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
      220    0.000    0.000    0.000    0.000 _events.py:247(__post_init__)
      238    0.000    0.000    0.000    0.000 {method 'aclose' of 'async_generator' objects}
      550    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        6    0.000    0.000    0.000    0.000 widget.py:3706(handle_key)
        2    0.000    0.000    0.000    0.000 {built-in method _io.open}
       11    0.000    0.000    0.000    0.000 signal.py:56(signal)
       42    0.000    0.000    0.000    0.000 ansi.py:122(__init__)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
       27    0.000    0.000    0.000    0.000 events.py:293(_key_to_identifier)
        1    0.000    0.000    0.000    0.000 _ansi_sequences.py:1(<module>)
      636    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
        4    0.000    0.000    0.000    0.000 app.py:2302(capture_mouse)
      439    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
      100    0.000    0.000    0.000    0.000 inspect.py:2005(_signature_get_user_defined_method)
       12    0.000    0.000    0.000    0.000 plotext_plot.py:123(_watch_dark_mode_theme)
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:420(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 connection.py:36(HTTPConnection)
      238    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 __init__.py:347(__new__)
        1    0.000    0.000    0.000    0.000 progress_bar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:195(get_environment_proxies)
      215    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 pathlib.py:1005(open)
       13    0.000    0.000    0.000    0.000 _default.py:31(__init__)
        1    0.000    0.000    0.000    0.000 driver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
      460    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
      238    0.000    0.000    0.000    0.000 _urls.py:610(__bool__)
        1    0.000    0.000    0.000    0.000 _models.py:321(Request)
        1    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 rlock.py:1(<module>)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 linux_driver.py:327(stop_application_mode)
       51    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
      602    0.000    0.000    0.000    0.000 app.py:649(workers)
       72    0.000    0.000    0.000    0.000 weakref.py:133(__getitem__)
        1    0.000    0.000    0.000    0.000 align.py:23(Align)
       28    0.000    0.000    0.000    0.000 locale.py:464(_parse_localename)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
       16    0.000    0.000    0.000    0.000 scrollbar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 linux_driver.py:198(send_size_event)
        1    0.000    0.000    0.000    0.000 _client.py:1308(AsyncClient)
        1    0.000    0.000    0.000    0.000 configparser.py:1275(ConverterMapping)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       60    0.000    0.000    0.000    0.000 __init__.py:136(info)
        5    0.000    0.000    0.000    0.000 widget.py:1669(content_offset)
      707    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      352    0.000    0.000    0.000    0.000 dom.py:700(name)
      194    0.000    0.000    0.000    0.000 typing.py:927(__hash__)
      470    0.000    0.000    0.000    0.000 _synchronization.py:636(__enter__)
       12    0.000    0.000    0.000    0.000 _styles_builder.py:524(process_border_bottom)
      311    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:29(LiveError)
       17    0.000    0.000    0.000    0.000 core.py:2642(_parse_decls)
        7    0.000    0.000    0.000    0.000 style.py:496(parse)
      449    0.000    0.000    0.000    0.000 _work_decorator.py:132(<genexpr>)
       24    0.000    0.000    0.000    0.000 selector_events.py:961(set_protocol)
        1    0.000    0.000    0.000    0.000 syntax.py:137(PygmentsSyntaxTheme)
      323    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Task' objects}
       77    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        1    0.000    0.000    0.000    0.000 types.py:949(Tuple)
       19    0.000    0.000    0.000    0.000 box.py:33(__init__)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       67    0.000    0.000    0.000    0.000 _monitor.py:274(_set_theme)
       10    0.000    0.000    0.000    0.000 _make.py:2792(<genexpr>)
       24    0.000    0.000    0.000    0.000 threading.py:1354(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 pretty.py:389(Node)
        1    0.000    0.000    0.000    0.000 parser.py:213(Argument)
        6    0.000    0.000    0.000    0.000 message_pump.py:805(dispatch_key)
       26    0.000    0.000    0.000    0.000 scalar.py:229(from_number)
       10    0.000    0.000    0.000    0.000 text.py:915(pad_left)
      134    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
       24    0.000    0.000    0.000    0.000 transports.py:270(__init__)
      158    0.000    0.000    0.000    0.000 events.py:128(can_replace)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
      175    0.000    0.000    0.000    0.000 _utility.py:129(only_spaces)
       68    0.000    0.000    0.000    0.000 _figure.py:82(_set_slots_max)
      158    0.000    0.000    0.000    0.000 segment.py:666(__init__)
        1    0.000    0.000    0.000    0.000 terminal_theme.py:9(TerminalTheme)
        1    0.000    0.000    0.000    0.000 core.py:134(ParameterSource)
        1    0.000    0.000    0.000    0.000 feedparser.py:100(push)
      316    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      605    0.000    0.000    0.000    0.000 inspect.py:3075(parameters)
        1    0.000    0.000    0.000    0.000 live_render.py:1(<module>)
      220    0.000    0.000    0.000    0.000 {method 'asend' of 'async_generator' objects}
      152    0.000    0.000    0.000    0.000 _styles_cache.py:74(__init__)
       84    0.000    0.000    0.000    0.000 _utility.py:496(fit_sizes)
        1    0.000    0.000    0.000    0.000 _eventloop.py:51(AsyncBackend)
      580    0.000    0.000    0.000    0.000 base_events.py:718(is_closed)
        1    0.000    0.000    0.000    0.000 _urls.py:13(URL)
        1    0.000    0.000    0.000    0.000 _readers.py:210(Http10Reader)
       24    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 palette.py:11(Palette)
        1    0.000    0.000    0.000    0.000 emoji.py:27(Emoji)
      282    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      112    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
       24    0.000    0.000    0.000    0.000 _asyncio.py:644(__init__)
      169    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
      222    0.000    0.000    0.000    0.000 _headers.py:105(__bool__)
       26    0.000    0.000    0.000    0.000 enum.py:1391(_iter_member_by_def_)
       16    0.000    0.000    0.000    0.000 _make.py:1769(append_hash_computation_lines)
       50    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
       17    0.000    0.000    0.000    0.000 _styles_builder.py:311(process_height)
        1    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
      504    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 app.py:207(InvalidModeError)
       34    0.000    0.000    0.000    0.000 trading.py:219(compute_all_product_fetch_done)
      511    0.000    0.000    0.000    0.000 typing.py:1577(<genexpr>)
      362    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
       76    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
      133    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      386    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
       12    0.000    0.000    0.000    0.000 plotext_plot.py:118(_watch_light_mode_theme)
        2    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2734(deprecated)
        1    0.000    0.000    0.000    0.000 core.py:1957(CommandCollection)
       24    0.000    0.000    0.000    0.000 styles.py:755(merge)
       13    0.000    0.000    0.000    0.000 await_remove.py:26(__call__)
        5    0.000    0.000    0.000    0.000 screen.py:275(_watch_stack_updates)
      321    0.000    0.000    0.000    0.000 widget.py:155(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:118(_make_self_pipe)
        1    0.000    0.000    0.000    0.000 _log.py:4(LogGroup)
      191    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      351    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
      237    0.000    0.000    0.000    0.000 thread.py:47(__init__)
        1    0.000    0.000    0.000    0.000 progress.py:923(Task)
        1    0.000    0.000    0.000    0.000 connection.py:36(AsyncHTTPConnection)
       37    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(BadParameter)
        5    0.000    0.000    0.000    0.000 widget.py:1611(gutter)
        2    0.000    0.000    0.000    0.000 http11.py:43(HTTPConnectionState)
      733    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        6    0.000    0.000    0.000    0.000 message.py:494(get)
      458    0.000    0.000    0.000    0.000 _client.py:297(cookies)
        1    0.000    0.000    0.000    0.000 __init__.py:97(SymbolFilter)
       79    0.000    0.000    0.000    0.000 typing_extensions.py:894(_get_typeddict_qualifiers)
      386    0.000    0.000    0.000    0.000 parse.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 color.py:36(ColorType)
        3    0.000    0.000    0.000    0.000 app.py:3581(_refresh_notifications)
        1    0.000    0.000    0.000    0.000 _writer_thread.py:48(run)
        4    0.000    0.000    0.000    0.000 app.py:2819(refresh)
        5    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
       26    0.000    0.000    0.000    0.000 calendar.py:102(__getitem__)
       62    0.000    0.000    0.000    0.000 _status_codes.py:26(__new__)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
      117    0.000    0.000    0.000    0.000 events.py:427(style)
       48    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
       13    0.000    0.000    0.000    0.000 _figure.py:67(_set_terminal_size)
       15    0.000    0.000    0.000    0.000 rlock.py:45(__aexit__)
      220    0.000    0.000    0.000    0.000 request.py:356(data)
       30    0.000    0.000    0.000    0.000 _make.py:409(_has_own_attribute)
        1    0.000    0.000    0.000    0.000 rlock.py:6(RLock)
       10    0.000    0.000    0.000    0.000 screen.py:661(_update_focus_styles)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tabbed_content.py:237(TabbedContent)
      513    0.000    0.000    0.000    0.000 app.py:782(is_attached)
       26    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _content_switcher.py:15(ContentSwitcher)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 _compat.py:36(__init__)
        1    0.000    0.000    0.000    0.000 console.py:259(RichCast)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
      221    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        6    0.000    0.000    0.000    0.000 scalar.py:89(_resolve_width)
       15    0.000    0.000    0.000    0.000 rlock.py:41(__aenter__)
      241    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.000    0.000 widget.py:3809(_on_scroll_down)
       24    0.000    0.000    0.000    0.000 transports.py:277(_maybe_pause_protocol)
      152    0.000    0.000    0.000    0.000 widget.py:849(_get_virtual_dom)
        2    0.000    0.000    0.000    0.000 screen.py:877(_push_result_callback)
      327    0.000    0.000    0.000    0.000 message.py:90(_set_forwarded)
       15    0.000    0.000    0.000    0.000 _make.py:425(_get_annotations)
      294    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
      427    0.000    0.000    0.000    0.000 stylesheet.py:378(<genexpr>)
       15    0.000    0.000    0.000    0.000 _style_properties.py:739(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
      491    0.000    0.000    0.000    0.000 _asyncio.py:573(cancelled_caught)
       24    0.000    0.000    0.000    0.000 _asyncio.py:332(_task_started)
      240    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
       12    0.000    0.000    0.000    0.000 scalar.py:241(parse)
       32    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       46    0.000    0.000    0.000    0.000 _border.py:453(normalize_border_value)
        1    0.000    0.000    0.000    0.000 pretty.py:244(Pretty)
       31    0.000    0.000    0.000    0.000 actions.py:25(parse)
        1    0.000    0.000    0.000    0.000 control.py:54(Control)
        1    0.000    0.000    0.000    0.000 table.py:38(Column)
       24    0.000    0.000    0.000    0.000 _asyncio.py:319(get_callable_name)
      476    0.000    0.000    0.000    0.000 _content.py:33(__iter__)
      106    0.000    0.000    0.000    0.000 dom.py:487(get_component_styles)
      306    0.000    0.000    0.000    0.000 message.py:85(is_forwarded)
      476    0.000    0.000    0.000    0.000 _client.py:266(base_url)
        1    0.000    0.000    0.000    0.000 app.py:2598(_on_compose)
        4    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.000    0.000 progress.py:554(SpinnerColumn)
       28    0.000    0.000    0.000    0.000 locale.py:381(normalize)
       14    0.000    0.000    0.000    0.000 calendar.py:121(__getitem__)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
       84    0.000    0.000    0.000    0.000 _utility.py:487(set_sizes)
        1    0.000    0.000    0.000    0.000 _placeholder.py:55(Placeholder)
       95    0.000    0.000    0.000    0.000 color.py:512(downgrade)
        1    0.000    0.000    0.000    0.000 scalar.py:26(Unit)
      503    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       53    0.000    0.000    0.000    0.000 _make.py:1733(_generate_unique_filename)
       26    0.000    0.000    0.000    0.000 _default.py:6(__init__)
        1    0.000    0.000    0.000    0.000 types.py:764(Path)
       39    0.000    0.000    0.000    0.000 __init__.py:131(debug)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
      691    0.000    0.000    0.000    0.000 enum.py:1172(__init__)
       23    0.000    0.000    0.000    0.000 geometry.py:869(split_vertical)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
       19    0.000    0.000    0.000    0.000 fractions.py:24(_hash_algorithm)
       24    0.000    0.000    0.000    0.000 _asyncio.py:1123(__init__)
       98    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
      533    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
       12    0.000    0.000    0.000    0.000 random.py:341(choice)
        2    0.000    0.000    0.000    0.000 scrollbar.py:319(action_grab)
       24    0.000    0.000    0.000    0.000 threading.py:1036(_set_ident)
      464    0.000    0.000    0.000    0.000 inspect.py:2782(name)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
       13    0.000    0.000    0.000    0.000 _input.py:361(validate_cursor_position)
        1    0.000    0.000    0.000    0.000 _content.py:134(encode_urlencoded_data)
        1    0.000    0.000    0.000    0.000 pager.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _styles_builder.py:308(process_width)
      122    0.000    0.000    0.000    0.000 widget.py:1100(compose)
        1    0.000    0.000    0.000    0.000 _help_renderables.py:1(<module>)
       34    0.000    0.000    0.000    0.000 reactive.py:380(__init__)
       12    0.000    0.000    0.000    0.000 _style_properties.py:1151(__set__)
        3    0.000    0.000    0.000    0.000 typing.py:362(_tp_cache)
      557    0.000    0.000    0.000    0.000 dom.py:1139(get_pseudo_classes)
        1    0.000    0.000    0.000    0.000 highlighter.py:17(Highlighter)
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.000    0.000 types.py:404(_NumberParamTypeBase)
      511    0.000    0.000    0.000    0.000 dom.py:509(notify_style_update)
        1    0.000    0.000    0.000    0.000 ansi.py:119(AnsiDecoder)
       24    0.000    0.000    0.000    0.000 grid.py:71(repeat_scalars)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grid.py:1(<module>)
       77    0.000    0.000    0.000    0.000 _animator.py:558(_get_time)
        1    0.000    0.000    0.000    0.000 progress_bar.py:18(ProgressBar)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      169    0.000    0.000    0.000    0.000 app.py:3573(_begin_update)
      383    0.000    0.000    0.000    0.000 style.py:452(bgcolor)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 driver.py:15(Driver)
        2    0.000    0.000    0.000    0.000 widget.py:3627(capture_mouse)
       15    0.000    0.000    0.000    0.000 rlock.py:23(release)
      220    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        2    0.000    0.000    0.000    0.000 linux_driver.py:116(_enable_mouse_support)
        1    0.000    0.000    0.000    0.000 color_triplet.py:4(ColorTriplet)
        1    0.000    0.000    0.000    0.000 features.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _make.py:56(_Nothing)
       27    0.000    0.000    0.000    0.000 enum.py:944(_check_for_existing_members_)
       18    0.000    0.000    0.000    0.000 _style_properties.py:885(__init__)
      238    0.000    0.000    0.000    0.000 _multipart.py:25(get_multipart_boundary_from_content_type)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
      409    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
       55    0.000    0.000    0.000    0.000 _matrix.py:25(set_canvas_area)
        3    0.000    0.000    0.000    0.000 {built-in method termios.tcsetattr}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 widget.py:3637(release_mouse)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(NoSuchOption)
        1    0.000    0.000    0.000    0.000 _impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asyncio.py:2006(AsyncIOBackend)
      220    0.000    0.000    0.000    0.000 connection_pool.py:350(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:367(decorator)
        1    0.000    0.000    0.000    0.000 tty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:1(<module>)
       99    0.000    0.000    0.000    0.000 reactive.py:114(__init__)
      170    0.000    0.000    0.000    0.000 enum.py:929(<lambda>)
      386    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
       27    0.000    0.000    0.000    0.000 enum.py:376(__init__)
       15    0.000    0.000    0.000    0.000 rlock.py:14(acquire)
        1    0.000    0.000    0.000    0.000 await_remove.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
       50    0.000    0.000    0.000    0.000 grid.py:51(widget_coords)
      376    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1570(<genexpr>)
      206    0.000    0.000    0.000    0.000 enum.py:460(<genexpr>)
       32    0.000    0.000    0.000    0.000 typing.py:1949(<genexpr>)
      220    0.000    0.000    0.000    0.000 http11.py:332(__init__)
        1    0.000    0.000    0.000    0.000 app.py:3246(_on_app_focus)
        2    0.000    0.000    0.000    0.000 _mapping.py:1(<module>)
      108    0.000    0.000    0.000    0.000 _make.py:1246(decide_callable_or_boolean)
      502    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
      220    0.000    0.000    0.000    0.000 _readers.py:123(__init__)
        2    0.000    0.000    0.000    0.000 linux_driver.py:141(_disable_mouse_support)
        1    0.000    0.000    0.000    0.000 _animator.py:225(__init__)
       24    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 _styles_builder.py:511(process_border)
      157    0.000    0.000    0.000    0.000 typing.py:473(__repr__)
      120    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _figure.py:16(_figure_class)
        3    0.000    0.000    0.000    0.000 screen.py:748(_on_mount)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:672(_proto_hook)
       24    0.000    0.000    0.000    0.000 color.py:170(from_rich_color)
        1    0.000    0.000    0.000    0.000 progress.py:173(_Reader)
      169    0.000    0.000    0.000    0.000 app.py:3577(_end_update)
       24    0.000    0.000    0.000    0.000 _asyncio.py:1067(connection_lost)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1420(__init__)
        1    0.000    0.000    0.000    0.000 thread.py:126(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:43(AsyncConnectionPool)
        2    0.000    0.000    0.000    0.000 design.py:45(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        2    0.000    0.000    0.000    0.000 {built-in method termios.tcflush}
        1    0.000    0.000    0.000    0.000 connection_pool.py:43(ConnectionPool)
       25    0.000    0.000    0.000    0.000 _make.py:2842(__init__)
        1    0.000    0.000    0.000    0.000 rule.py:1(<module>)
        1    0.000    0.000    0.000    0.000 color.py:21(ColorSystem)
       27    0.000    0.000    0.000    0.000 _segment_tools.py:209(blank_lines)
       17    0.000    0.000    0.000    0.000 inspect.py:879(cleandoc)
       26    0.000    0.000    0.000    0.000 _asyncio.py:447(_uncancel)
      220    0.000    0.000    0.000    0.000 _models.py:523(elapsed)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
      263    0.000    0.000    0.000    0.000 _asyncio.py:602(__init__)
      134    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       87    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 box.py:16(Box)
        1    0.000    0.000    0.000    0.000 _input.py:545(_on_click)
      352    0.000    0.000    0.000    0.000 enum.py:236(__set_name__)
       10    0.000    0.000    0.000    0.000 text.py:223(cell_len)
       19    0.000    0.000    0.000    0.000 cache.py:99(set)
      228    0.000    0.000    0.000    0.000 _matrix.py:48(get_marker_row)
        1    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
        1    0.000    0.000    0.000    0.000 connection_pool.py:15(PoolRequest)
      242    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:15(AsyncPoolRequest)
        1    0.000    0.000    0.000    0.000 api_client.py:109(APIClient)
        1    0.000    0.000    0.000    0.000 _readers.py:122(ContentLengthReader)
        1    0.000    0.000    0.000    0.000 app.py:2394(_build_driver)
       89    0.000    0.000    0.000    0.000 align.py:39(__init__)
      481    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 worker.py:115(Worker)
        1    0.000    0.000    0.000    0.000 screen.py:110(Screen)
      102    0.000    0.000    0.000    0.000 segment.py:100(__bool__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:992(setdefault)
        1    0.000    0.000    0.000    0.000 events.py:431(get_content_offset)
        1    0.000    0.000    0.000    0.000 __init__.py:685(zip_children)
        1    0.000    0.000    0.000    0.000 color.py:136(Color)
      371    0.000    0.000    0.000    0.000 inspect.py:2794(kind)
        1    0.000    0.000    0.000    0.000 threading.py:1439(__init__)
       16    0.000    0.000    0.000    0.000 app.py:705(batch_update)
        3    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(<module>)
      220    0.000    0.000    0.000    0.000 _client.py:141(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:331(_compile_template)
       31    0.000    0.000    0.000    0.000 enum.py:1381(_iter_member_by_value_)
       61    0.000    0.000    0.000    0.000 style.py:472(meta)
        3    0.000    0.000    0.000    0.000 typing.py:1554(__repr__)
